ID,mag_name,link_to_assembly,AB_batch,eha_number,GTDB_version,GTDB_release,domain,phylum,class,order,family,genus,species,fastani_ani,closest_placement_ani,closest_placement_af,completeness,contamination,size,GC,N50,coding_density,contigs,number_genes,number_unannotated_genes,DM_batch,host_species,host_order,host_class,locality,country,MAG_url,anno_url,kegg_url,annotated,taxonomy_level,assembly_type,sample_type,gbk_url,kegg_hits,Capture ID,percent_unannotated_genes,percent_unannotated_kegg,dereplicated,metagenomic source,completeness software,binning software,assembly quality,binning parameters,taxonomic identity marker, isolation_source, assembly software,Submission
EHM046976,EHA03282_bin.29.fa,EHA03282,ABB0381,EHA03282,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,96.39,96.39,0.60,54.10,9.00,3225353,44.00%,2760,0.91,1206,1822,472,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0381/EHA03282_bin.29.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM046976_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM046976_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM046976.gbk.gz,591,SD0420302,25.9,67.6,"DMB0118,DMB0165",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS006
EHM046998,EHA03304_bin.22.fa,EHA03304,ABB0381,EHA03304,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.29,97.29,0.82,82.53,0.80,4362137,42.00%,27640,0.90,205,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0381/EHA03304_bin.22.fa.gz,,,false,Species,Individual,Faecal,,,SD0420202,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS006
EHM048063,EHA03333_bin.51.fa,EHA03333,ABB0392,EHA03333,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.68,97.68,0.87,65.03,0.22,3300275,42.00%,4597,0.91,819,2590,520,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0392/EHA03333_bin.51.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048063_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048063_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048063.gbk.gz,1033,"SD0420301, SD0420302",20.1,60.1,"DMB0118,DMB0165",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048112,EHA03331_bin.42.fa,EHA03331,ABB0391,EHA03331,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.37,97.37,0.79,87.77,1.56,4514808,42.00%,16671,0.90,368,3831,752,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0391/EHA03331_bin.42.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048112_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048112_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048112.gbk.gz,1617,"SD0420201, SD0420202",19.6,57.8,"DMB0118,DMB0165",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048234,EHA03337_bin.47.fa,EHA03337,ABB0394,EHA03337,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.59,97.59,0.82,53.41,3.95,2391821,42.00%,8426,0.91,355,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0394/EHA03337_bin.47.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0420501, SD0420502",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048300,EHA03335_bin.59.fa,EHA03335,ABB0393,EHA03335,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.11,97.11,0.75,89.55,1.95,5681643,42.00%,44896,0.91,214,4476,870,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0393/EHA03335_bin.59.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048300_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048300_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048300.gbk.gz,1871,"SD0420401, SD0420402",19.4,58.2,DMB0165,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048359,EHA03305_bin.144.fa,EHA03305,ABB0382,EHA03305,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.48,97.48,0.87,71.64,5.06,3692801,42.00%,6051,0.90,767,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0382/EHA03305_bin.144.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0420101, SD0420201, SD0420301, SD0420401, SD0420501, SD0420601, SD0420701, SD0420801, SD0420901, SD0421001, SD0421101, SD0421201",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048648,EHA03343_bin.54.fa,EHA03343,ABB0397,EHA03343,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.60,97.60,0.85,81.46,0.29,4083493,42.00%,13941,0.89,405,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0397/EHA03343_bin.54.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0420801, SD0420802",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048810,EHA03351_bin.61.fa,EHA03351,ABB0401,EHA03351,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.02,97.02,0.77,54.54,0.36,3343098,42.00%,22043,0.91,220,2545,428,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0401/EHA03351_bin.61.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048810_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048810_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM048810.gbk.gz,1157,"SD0421201, SD0421202",16.8,54.5,"DMB0118,DMB0165",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048866,EHA03339_bin.52.fa,EHA03339,ABB0395,EHA03339,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.44,97.44,0.81,82.40,5.05,4171383,42.00%,39603,0.90,171,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0395/EHA03339_bin.52.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0420601, SD0420602",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048945,EHA03349_bin.66.fa,EHA03349,ABB0400,EHA03349,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.41,97.41,0.85,72.07,5.65,3830774,42.00%,9342,0.90,525,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0400/EHA03349_bin.66.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0421101, SD0421102",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM048979,EHA03347_bin.11.fa,EHA03347,ABB0399,EHA03347,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,96.88,96.88,0.73,78.89,1.47,4908334,42.00%,19996,0.90,350,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0399/EHA03347_bin.11.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0421001, SD0421002",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM049356,EHA03306_bin.174.fa,EHA03306,ABB0389,EHA03306,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.50,97.50,0.83,81.45,2.40,4302204,42.00%,16593,0.90,402,,,"DMB0118,DMB0165",Lepus europaeus,Lagomorpha,Mammalia,Nafarroa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0389/EHA03306_bin.174.fa.gz,,,false,Species,Coassembly,Faecal,,,"SD0420102, SD0420202, SD0420302, SD0420402, SD0420502, SD0420602, SD0420702, SD0420802, SD0420902, SD0421002, SD0421102, SD0421202",,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM062762,EHA03755_bin.405.fa,EHA03755,ABB0431,EHA03755,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,96.48,96.48,0.66,53.75,2.17,2885958,43.00%,10810,0.91,408,2379,539,"DMB0158,DMB0162,DMB0187",Podarcis milensis,Squamata,Reptilia,Polyaigos,Greece,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0431/EHA03755_bin.405.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM062762_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM062762_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM062762.gbk.gz,964,"SD0433801, SD0434401, SD0435601, SD0433701, SD0433601, SD0435501, SD0435701, SD0434101, SD0435101, SD0436001, SD0433501, SD0435801, SD0436101, SD0434801, SD0434701, SD0434301, SD0435401, SD0435001, SD0433901, SD0434501, SD0434601, SD0435901, SD0435201, SD0434901, SD0434201, SD0435301",22.7,59.5,"DMB0158,DMB0162",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM064091,EHA03781_bin.763.fa,EHA03781,ABB0432,EHA03781,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,96.18,96.18,0.64,56.18,1.03,4164224,41.00%,5556,0.89,967,3123,857,"DMB0161,DMB0162,DMB0187",Podarcis pityusensis,Squamata,Reptilia,Escull Vermell,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0432/EHA03781_bin.763.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM064091_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM064091_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM064091.gbk.gz,1024,"SD0437901, SD0104101, SD0438301, SD0100901, SD0223301, SD0105001, SD0438401, SD0222601, SD0224601, SD0438801, SD0105401, SD0104701, SD0438701, SD0100601, SD0100701, SD0104601, SD0105501, SD0105301, SD0101901, SD0104801, SD0103901, SD0105201, SD0437101, SD0437701, SD0224501, SD0437801, SD0222801, SD0437501, SD0438501, SD0437601, SD0223201, SD0102601, SD0223801, SD0223101, SD0222901, SD0438201, SD0438101, SD0437201, SD0105101, SD0223901, SD0224401, SD0100801, SD0223701",27.4,67.2,"DMB0161,DMB0162",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM065473,EHA04582_bin.30.fa,EHA04582,ABB0514,EHA04582,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.11,97.11,0.78,80.29,6.89,4526674,42.00%,21506,0.90,292,,,DMB0165,Lepus europaeus,Lagomorpha,Mammalia,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0514/EHA04582_bin.30.fa.gz,,,false,Species,Individual,Colon contents,,,SD0454201,,,,,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS006
EHM067614,EHA04588_bin.31.fa,EHA04588,ABB0515,EHA04588,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.41,97.41,0.84,84.06,2.66,4299180,42.00%,12317,0.90,506,,,DMB0165,Lepus europaeus,Lagomorpha,Mammalia,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0515/EHA04588_bin.31.fa.gz,,,false,Species,Coassembly,Colon contents,,,"SD0453201, SD0453801, SD0454001, SD0453501, SD0453701, SD0453301, SD0454101, SD0453201, SD0453901, SD0453501, SD0453101, SD0453301, SD0453901, SD0454101, SD0453401, SD0454201, SD0453801, SD0453601, SD0453701, SD0453101, SD0454301",,,,,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM072308,EHA05000_bin.282.fa,EHA05000,ABB0597,EHA05000,2.3.0,,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,95.46,95.46,0.57,64.25,7.27,5104737,41.00%,13985,0.91,583,4165,1069,"DMB0173,DMB0187",Podarcis milensis,Squamata,Reptilia,Efstathios,Greece,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0597/EHA05000_bin.282.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM072308_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM072308_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM072308.gbk.gz,1503,"SD0435001, SD0435401, SD0434401, SD0435501, SD0436001, SD0434301, SD0435201, SD0435901, SD0435801, SD0436101, SD0434201, SD0435301, SD0435101, SD0434101",25.7,63.9,DMB0173,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM078807,EHA05377_bin.57.fa,EHA05377,ABB0614,EHA05377,2.3.0,,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.45,97.45,0.84,79.49,1.73,1430786,47.00%,5322,0.95,323,,,,Lasiorhinus latifrons,Diprotodontia,Mammalia,South Australia,Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0614/EHA05377_bin.57.fa.gz,,,false,Species,Individual,Faecal,,,SD0291801,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM083531,EHA05391_bin.590.fa,EHA05391,ABB0615,EHA05391,2.3.0,,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides xylanisolvens,97.32,97.32,0.85,89.70,0.19,807430,25.00%,20413,0.92,59,3896,1,DMB0178,Lasiorhinus latifrons,Diprotodontia,Mammalia,South Australia,Australia,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0615/EHA05391_bin.590.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083531_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083531_kegg.tsv.gz,true,Species,Coassembly,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM083531.gbk.gz,1549,"SD0293101, SD0291901, SD0293001, SD0292001, SD0291501, SD0293601, SD0293301, SD0292801, SD0291901, SD0293101, SD0291901, SD0293001, SD0292001, SD0291501, SD0293601, SD0293301, SD0292801, SD0291801, SD0291301, SD0291401, SD0291201, SD0292201, SD0291601, SD0291701",0.0,60.2,DMB0178,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM016232,EHA00531_bin.14.fa,EHA00531,ABB0120,EHA00531,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis,98.46,98.46,0.98,82.69,1.07,2462665,43.70%,4944,,574,,,"DMB0005,DMB0023",Strix aluco,Strigiformes,Aves,"Gipuzkoa, Donostia",Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0120/EHA00531_bin.14.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM016232_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM016232_kegg.tsv.gz,true,Species,Individual,Anal/cloacal swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM016232.gbk.gz,,SD0116501,,,,1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM020826,EHA01202_bin.119.fa,EHA01202,ABB0171,EHA01202,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis,98.47,98.47,0.97,86.93,1.55,2739807,43.50%,6352,,547,2234,481,"DMB0005,DMB0023,DMB0114",Strix aluco,Strigiformes,Aves,Gipuzkoa,Spain,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0171/EHA01202_bin.119.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM020826_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM020826_kegg.tsv.gz,true,Species,Coassembly,Oral swab,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM020826.gbk.gz,948,"SD0016401, SD0016401, SD0016401, SD0116901, SD0115501, SD0116001, SD0116501, SD0115701, SD0115501, SD0116201, SD0115901, SD0116001, SD0116001, SD0115501, SD0017101",21.5,57.6,"DMB0005,DMB0023,DMB0114",1227552,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,
EHM038017,EHA02450_bin.14.fa,EHA02450,ABB0280,EHA02450,2.3.0,R214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Barnesiellaceae,g__Barnesiella,s__Barnesiella intestinihominis,98.45,98.45,0.97,99.35,0.09,3042688,44.00%,30356,0.90,207,2473,507,"DMB0044,DMB0046,DMB0114,DMB0135",Sciurus vulgaris,Rodentia,Mammalia,"Lombardy, Varese",Italy,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0280/EHA02450_bin.14.fa.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM038017_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM038017_kegg.tsv.gz,true,Species,Individual,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM038017.gbk.gz,1152,SD0172201,20.5,53.4,"DMB0044,DMB0046,DMB0114,DMB0135",1861841,CheckM2 v1.0.1,"MaxBin2, CONCOCT, MetaBAT2, refined using MetaWRAP refinement module",Many fragments with little to no review of assembly other than reporting of standard assembly statistics,default binning parameters,GTDB-tk v2.3.0,host-associated,Megahit v1.2.9,EHS012
