representative_RGP	nb_spots	mod_list	RGP_list
EHA03376_bin.12^_51_RGP_0	1	module_320,module_322,module_88,module_319,module_321	EHA03376_bin.12^_51_RGP_0
EHA03376_bin.12^_8_RGP_1	1	module_251,module_154	EHA03376_bin.12^_8_RGP_1,JALFBZ010000030.1_RGP_1,JAUUSL010000001.1_RGP_0,CATXLD010000001.1_RGP_2,CAUCAE010000001.1_RGP_1,CAUGMZ010000002.1_RGP_1,CAUHJC010000004.1_RGP_0,NZ_CYXP01000002.1_RGP_4,NZ_QSIP01000001.1_RGP_6,NZ_QRKR01000001.1_RGP_6,NZ_JABAFE010000002.1_RGP_4,NZ_JAFBJB010000002.1_RGP_5,NZ_WQNY01000001.1_RGP_1,NZ_JAASIM010000003.1_RGP_7
EHA03376_bin.12^_48_RGP_0	1	module_317	EHA03376_bin.12^_48_RGP_0,NZ_QRXK01000007.1_RGP_0,NZ_JAJEQK010000024.1_RGP_0
EHA03376_bin.12^_41_RGP_0	1	module_79,module_314,module_44	EHA03376_bin.12^_41_RGP_0,NZ_JABAFE010000012.1_RGP_1
EHA03376_bin.12^_32_RGP_0	1	module_305,module_108	EHA03376_bin.12^_32_RGP_0
EHA03376_bin.12^_34_RGP_4	1	module_307	EHA03376_bin.12^_34_RGP_4,NAKS01000002.1_RGP_18,JALFGY010000021.1_RGP_1,CATYVK010000013.1_RGP_3,NZ_CYXP01000001.1_RGP_9,NZ_QRXK01000013.1_RGP_3,NZ_JAJEQK010000041.1_RGP_1,NZ_CP120353.1_RGP_78
EHA03376_bin.12^_22_RGP_0	0	module_13,module_11	EHA03376_bin.12^_22_RGP_0
EHA03376_bin.12^_45_RGP_0	0	module_101,module_148	EHA03376_bin.12^_45_RGP_0
EHA03376_bin.12^_10_RGP_0	0	module_270	EHA03376_bin.12^_10_RGP_0,CATXLD010000061.1_RGP_0,NZ_CZBM01000022.1_RGP_0,NZ_JAFBJB010000031.1_RGP_0
EHA03376_bin.12^_46_RGP_0	0	module_276,module_282,module_316,module_283	EHA03376_bin.12^_46_RGP_0
EHA03390_bin.20^_9_RGP_0	1	module_325	EHA03390_bin.20^_9_RGP_0,EHA04680_bin.8^_50_RGP_0,EHA04696_bin.132^_8_RGP_0,EHA05078_bin.42^_50_RGP_0,JAUUSL010000092.1_RGP_0
EHA03390_bin.20^_80_RGP_0	0	module_341	EHA03390_bin.20^_80_RGP_0
EHA03390_bin.20^_86_RGP_2	1	module_344	EHA03390_bin.20^_86_RGP_2,EHA04680_bin.8^_29_RGP_0,EHA04696_bin.132^_84_RGP_0,EHA05078_bin.42^_10_RGP_0,CAUCAE010000001.1_RGP_2,NZ_JABAFE010000002.1_RGP_5,NZ_JAFBJB010000002.1_RGP_6
EHA03390_bin.20^_100_RGP_0	0	module_203,module_350	EHA03390_bin.20^_100_RGP_0,CAUBHL010000029.1_RGP_0
EHA03390_bin.20^_35_RGP_0	1	module_333	EHA03390_bin.20^_35_RGP_0,NZ_CZBM01000004.1_RGP_3
EHA03390_bin.20^_11_RGP_0	0	module_326	EHA03390_bin.20^_11_RGP_0,DYUW01000040.1_RGP_0,JALFBZ010000050.1_RGP_0,JAUUNC010000014.1_RGP_0
EHA03390_bin.20^_97_RGP_2	1	module_349	EHA03390_bin.20^_97_RGP_2,EHA04680_bin.8^_91_RGP_7,EHA04696_bin.132^_64_RGP_1,EHA05078_bin.42^_104_RGP_1,VSOM01000002.1_RGP_4,NZ_CZBM01000007.1_RGP_3
EHA03390_bin.20^_74_RGP_0	1	module_339,module_296	EHA03390_bin.20^_74_RGP_0,EHA04680_bin.8^_14_RGP_1,EHA04696_bin.132^_34_RGP_0,EHA05078_bin.42^_21_RGP_0,VSOM01000012.1_RGP_0,NZ_CZBM01000004.1_RGP_0
EHA03390_bin.20^_15_RGP_4	1	module_297	EHA03390_bin.20^_15_RGP_4,EHA04680_bin.8^_91_RGP_6,EHA04696_bin.132^_91_RGP_0,EHA05078_bin.42^_58_RGP_0,NAMT01000011.1_RGP_10,VSOM01000020.1_RGP_2,CATZAC010000017.1_RGP_0,CAUCAE010000020.1_RGP_2,NZ_CZBM01000012.1_RGP_4,NZ_JAFBJB010000019.1_RGP_0
EHA03390_bin.20^_24_RGP_0	1	module_329	EHA03390_bin.20^_24_RGP_0,NZ_CZBM01000009.1_RGP_0
EHA03390_bin.20^_30_RGP_0	0	module_132,module_158	EHA03390_bin.20^_30_RGP_0
EHA03390_bin.20^_39_RGP_0	0	module_27,module_336,module_332	EHA03390_bin.20^_39_RGP_0
EHA03390_bin.20^_94_RGP_0	0	module_135,module_108,module_348	EHA03390_bin.20^_94_RGP_0
EHA03390_bin.20^_103_RGP_1	2	module_351	EHA03390_bin.20^_103_RGP_1,EHA04680_bin.8^_59_RGP_0,EHA04696_bin.132^_40_RGP_0,EHA05078_bin.42^_8_RGP_0,JAUULV010000012.1_RGP_0,JAUULV010000041.1_RGP_0,NZ_QSIP01000001.1_RGP_0,NZ_QRKR01000001.1_RGP_1,NZ_JABAFE010000014.1_RGP_0
EHA03390_bin.20^_52_RGP_0	1	module_201,module_114,module_338,module_109	EHA03390_bin.20^_52_RGP_0,EHA04680_bin.8^_76_RGP_0,EHA04696_bin.132^_55_RGP_0,EHA05078_bin.42^_23_RGP_0
EHA03390_bin.20^_39_RGP_2	1	module_334	EHA03390_bin.20^_39_RGP_2,NAKS01000006.1_RGP_5,JALFGY010000016.1_RGP_1,NZ_QRXK01000003.1_RGP_6,NZ_CP120353.1_RGP_38
EHA03390_bin.20^_5_RGP_0	0	module_323,module_324	EHA03390_bin.20^_5_RGP_0
EHA03390_bin.20^_25_RGP_0	2	module_13,module_330,module_11,module_331	EHA03390_bin.20^_25_RGP_0,CATYVK010000003.1_RGP_0,NZ_QRXK01000014.1_RGP_0,NZ_CP120353.1_RGP_11
EHA03390_bin.20^_103_RGP_2	0	module_352	EHA03390_bin.20^_103_RGP_2
EHA03390_bin.20^_105_RGP_0	0	module_353,module_354,module_357,module_355,module_356,module_358,module_0	EHA03390_bin.20^_105_RGP_0
EHA03390_bin.20^_72_RGP_0	1	module_150	EHA03390_bin.20^_72_RGP_0,EHA04588_bin.13^_378_RGP_0,CATZAC010000055.1_RGP_0,CAUADP010000017.1_RGP_1,CAUBHL010000052.1_RGP_1,NZ_CYXP01000007.1_RGP_1
EHA03390_bin.20^_15_RGP_0	2	module_328	EHA03390_bin.20^_15_RGP_0,EHA04680_bin.8^_91_RGP_0,EHA04696_bin.132^_4_RGP_0,EHA05078_bin.42^_1_RGP_0,VSOM01000020.1_RGP_1,VSOM01000039.1_RGP_0,JALFYO010000050.1_RGP_0,CAUFBL010000001.1_RGP_0,NZ_CZBM01000012.1_RGP_0,NZ_QRPA01000016.1_RGP_0
EHA03390_bin.20^_41_RGP_0	1	module_337	EHA03390_bin.20^_41_RGP_0,NAMT01000009.1_RGP_12,VSOM01000024.1_RGP_0,WGVK01000015.1_RGP_1,JALFYO010000032.1_RGP_1,CAUCAE010000008.1_RGP_2,CAUFBL010000047.1_RGP_0,CAUFLA010000017.1_RGP_1,CAUFQX010000005.1_RGP_2,CAUGMZ010000013.1_RGP_1,NZ_QSHF01000002.1_RGP_4,NZ_QSJN01000003.1_RGP_3,NZ_QSIV01000020.1_RGP_1,NZ_QRPA01000017.1_RGP_1,NZ_QRPY01000002.1_RGP_3,NZ_JABAFE010000007.1_RGP_2,NZ_CP072231.1_RGP_43,NZ_JAFBJB010000001.1_RGP_4
EHA03390_bin.20^_86_RGP_0	0	module_342,module_15,module_343	EHA03390_bin.20^_86_RGP_0,CATYVK010000016.1_RGP_0
EHA03390_bin.20^_89_RGP_0	1	module_345	EHA03390_bin.20^_89_RGP_0,EHA04680_bin.8^_18_RGP_0,EHA04696_bin.132^_57_RGP_0,EHA05078_bin.42^_83_RGP_0,VSOM01000009.1_RGP_0,NZ_CZBM01000017.1_RGP_0
EHA03390_bin.20^_12_RGP_0	1	module_327	EHA03390_bin.20^_12_RGP_0
EHA03390_bin.20^_31_RGP_0	0	module_292,module_203,module_332	EHA03390_bin.20^_31_RGP_0
EHA03390_bin.20^_39_RGP_1	1	module_335	EHA03390_bin.20^_39_RGP_1,EHA04680_bin.8^_38_RGP_0,EHA04696_bin.132^_18_RGP_0,EHA05078_bin.42^_90_RGP_0,VSOM01000030.1_RGP_1,CAUFBL010000012.1_RGP_0,NZ_QRXK01000003.1_RGP_2,NZ_CP120353.1_RGP_21
EHA03390_bin.20^_78_RGP_0	1	module_340	EHA03390_bin.20^_78_RGP_0,EHA04680_bin.8^_70_RGP_1,EHA04696_bin.132^_75_RGP_0,EHA05078_bin.42^_62_RGP_0,VSOM01000005.1_RGP_0,DYUW01000114.1_RGP_0,JALFBZ010000001.1_RGP_0,JALFMD010000007.1_RGP_0,JAUUNC010000004.1_RGP_1,CAUADP010000054.1_RGP_0,CAUFBL010000017.1_RGP_0,CAUHJC010000001.1_RGP_3
EHA03390_bin.20^_91_RGP_0	1	module_346,module_347	EHA03390_bin.20^_91_RGP_0,NAMT01000003.1_RGP_1
EHA04575_bin.10^_367_RGP_0	0	module_50	EHA04575_bin.10^_367_RGP_0,CAUADP010000017.1_RGP_0
EHA04575_bin.10^_306_RGP_0	0	module_359,module_323	EHA04575_bin.10^_306_RGP_0
EHA04575_bin.10^_395_RGP_0	0	module_48	EHA04575_bin.10^_395_RGP_0,CATZPJ010000134.1_RGP_0,NZ_QSVO01000010.1_RGP_0
EHA04575_bin.10^_256_RGP_0	0	module_182	EHA04575_bin.10^_256_RGP_0
EHA04588_bin.13^_186_RGP_0	1	module_363	EHA04588_bin.13^_186_RGP_0,JALFYO010000038.1_RGP_2,CAUFBL010000001.1_RGP_5,CAUFLA010000015.1_RGP_1,CAUFQX010000016.1_RGP_1
EHA04588_bin.13^_323_RGP_0	1	module_364	EHA04588_bin.13^_323_RGP_0,NANL01000019.1_RGP_2,NAMT01000009.1_RGP_6,JALFYO010000054.1_RGP_0,JAUUMF010000162.1_RGP_0,JAUUMF010000207.1_RGP_0,CAUCZP010000005.1_RGP_1,CAUFBL010000043.1_RGP_0,CAUFLA010000043.1_RGP_0,CAUFQX010000024.1_RGP_0,NZ_NJFM02000001.1_RGP_13,NZ_QRPA01000003.1_RGP_2
EHA04588_bin.13^_341_RGP_0	0	module_52,module_365	EHA04588_bin.13^_341_RGP_0
EHA04588_bin.13^_182_RGP_0	0	module_361,module_362	EHA04588_bin.13^_182_RGP_0
EHA04588_bin.13^_13_RGP_0	1	module_360	EHA04588_bin.13^_13_RGP_0,NZ_QRPA01000019.1_RGP_0
EHA04588_bin.13^_385_RGP_0	1	module_366	EHA04588_bin.13^_385_RGP_0,NAKS01000003.1_RGP_7,JALFGY010000005.1_RGP_1,JALFYO010000002.1_RGP_1,CATYVK010000001.1_RGP_2,CAUCAE010000020.1_RGP_0,CAUCZP010000037.1_RGP_0,CAUFBL010000020.1_RGP_1,CAUFLA010000024.1_RGP_1,CAUFQX010000004.1_RGP_2,NZ_QRXK01000009.1_RGP_3,NZ_QSHF01000015.1_RGP_1,NZ_QSJN01000015.1_RGP_1,NZ_QSIV01000023.1_RGP_0,NZ_QRPA01000029.1_RGP_0,NZ_QRPA01000025.1_RGP_1,NZ_QRPY01000017.1_RGP_1,NZ_JAFBJB010000021.1_RGP_1,NZ_JAJEQK010000025.1_RGP_1,NZ_CP120353.1_RGP_45
EHA04680_bin.8^_64_RGP_0	0	module_13,module_331,module_383,module_11	EHA04680_bin.8^_64_RGP_0,EHA04696_bin.132^_63_RGP_0,EHA05078_bin.42^_0_RGP_0
EHA04680_bin.8^_19_RGP_0	1	module_376,module_86	EHA04680_bin.8^_19_RGP_0,EHA04696_bin.132^_10_RGP_0,EHA05078_bin.42^_37_RGP_0,NZ_CZBM01000003.1_RGP_0
EHA04680_bin.8^_73_RGP_0	0	module_388,module_203,module_390,module_309,module_389	EHA04680_bin.8^_73_RGP_0
EHA04680_bin.8^_47_RGP_0	0	module_293,module_203	EHA04680_bin.8^_47_RGP_0
EHA04680_bin.8^_78_RGP_0	0	module_391	EHA04680_bin.8^_78_RGP_0,EHA05078_bin.42^_82_RGP_0
EHA04680_bin.8^_6_RGP_0	0	module_374	EHA04680_bin.8^_6_RGP_0
EHA04680_bin.8^_44_RGP_0	0	module_117,module_45	EHA04680_bin.8^_44_RGP_0
EHA04680_bin.8^_33_RGP_2	1	module_377	EHA04680_bin.8^_33_RGP_2,EHA04696_bin.132^_92_RGP_1,EHA05078_bin.42^_69_RGP_1
EHA04680_bin.8^_59_RGP_1	1	module_348,module_108	EHA04680_bin.8^_59_RGP_1,EHA04696_bin.132^_40_RGP_1,EHA05078_bin.42^_8_RGP_1,NZ_CZBM01000002.1_RGP_4
EHA04680_bin.8^_57_RGP_0	0	module_336,module_381,module_332,module_203,module_195,module_27	EHA04680_bin.8^_57_RGP_0
EHA04680_bin.8^_92_RGP_0	1	module_150,module_392,module_152	EHA04680_bin.8^_92_RGP_0,EHA04696_bin.132^_67_RGP_0,EHA05078_bin.42^_72_RGP_0,NZ_JAJEQK010000007.1_RGP_0
EHA04680_bin.8^_55_RGP_0	0	module_15,module_380	EHA04680_bin.8^_55_RGP_0
EHA04680_bin.8^_4_RGP_0	0	module_367,module_370,module_368,module_369,module_371,module_372,module_284	EHA04680_bin.8^_4_RGP_0
EHA04680_bin.8^_14_RGP_0	1	module_375,module_257	EHA04680_bin.8^_14_RGP_0,JALFBZ010000006.1_RGP_0
EHA04680_bin.8^_45_RGP_0	5	module_148,module_379,module_312,module_378	EHA04680_bin.8^_45_RGP_0,NZ_CYYK01000007.1_RGP_0,NZ_QSQS01000003.1_RGP_1,NZ_QSLF01000003.1_RGP_0,NZ_JABAFE010000009.1_RGP_0,NZ_CP072231.1_RGP_7,NZ_CP072254.1_RGP_4
EHA04680_bin.8^_70_RGP_0	1	module_386,module_355,module_385,module_356,module_357,module_358,module_384,module_387,module_0	EHA04680_bin.8^_70_RGP_0,EHA04696_bin.132^_23_RGP_0,EHA05078_bin.42^_16_RGP_0
EHA04680_bin.8^_4_RGP_2	1	module_373	EHA04680_bin.8^_4_RGP_2,EHA04696_bin.132^_42_RGP_0,EHA05078_bin.42^_42_RGP_0,WGVK01000012.1_RGP_1,CAUGMZ010000004.1_RGP_1,NZ_CP072231.1_RGP_19,NZ_JAJEQK010000004.1_RGP_1
EHA04696_bin.132^_32_RGP_0	1	module_393	EHA04696_bin.132^_32_RGP_0,EHA05078_bin.42^_19_RGP_0,CATZPJ010000154.1_RGP_0,NZ_CZBM01000011.1_RGP_1
EHA04696_bin.132^_33_RGP_0	0	module_390	EHA04696_bin.132^_33_RGP_0,EHA05078_bin.42^_81_RGP_0
EHA04696_bin.132^_93_RGP_0	0	module_292	EHA04696_bin.132^_93_RGP_0
EHA04696_bin.132^_97_RGP_0	0	module_336,module_27	EHA04696_bin.132^_97_RGP_0,EHA05078_bin.42^_32_RGP_0
EHA04696_bin.132^_3_RGP_0	0	module_391,module_203,module_293	EHA04696_bin.132^_3_RGP_0
EHA04696_bin.132^_36_RGP_0	0	module_374,module_394	EHA04696_bin.132^_36_RGP_0,EHA05078_bin.42^_12_RGP_0
EHA04696_bin.132^_45_RGP_0	0	module_380,module_15,module_61	EHA04696_bin.132^_45_RGP_0
EHA04696_bin.132^_99_RGP_0	1	module_312	EHA04696_bin.132^_99_RGP_0,EHA05078_bin.42^_87_RGP_0,QSEH01000002.1_RGP_3,QSEH01000053.1_RGP_0,SUXM01000012.1_RGP_2,CATYVK010000011.1_RGP_3,CAUCAE010000046.1_RGP_1,CAUFBL010000048.1_RGP_1,CAUFQX010000021.1_RGP_2,NZ_QSVO01000031.1_RGP_0,NZ_QSHF01000010.1_RGP_2,NZ_QSHF01000003.1_RGP_3,NZ_QSJN01000002.1_RGP_2,NZ_QSIV01000067.1_RGP_0,NZ_QSIV01000061.1_RGP_0,NZ_QSLF01000025.1_RGP_0,NZ_QSLL01000045.1_RGP_0,NZ_QRKE01000020.1_RGP_1,NZ_QRKE01000001.1_RGP_3,NZ_QRPA01000033.1_RGP_0,NZ_QRPA01000027.1_RGP_0,NZ_QRPA01000007.1_RGP_0,NZ_QRPY01000058.1_RGP_0,NZ_QRPY01000067.1_RGP_0,NZ_JAFBJB010000027.1_RGP_0
QSEH01000023.1_RGP_0	0	module_152,module_151	QSEH01000023.1_RGP_0,CAUBHL010000021.1_RGP_0
QSEH01000048.1_RGP_0	0	module_310	QSEH01000048.1_RGP_0
QSEH01000009.1_RGP_0	0	module_159	QSEH01000009.1_RGP_0,JALFMD010000035.1_RGP_1
QSEH01000033.1_RGP_0	0	module_341,module_401,module_400	QSEH01000033.1_RGP_0
QSEH01000037.1_RGP_0	0	module_164,module_409,module_18	QSEH01000037.1_RGP_0
QSEH01000064.1_RGP_0	0	module_379	QSEH01000064.1_RGP_0,NZ_QSVO01000038.1_RGP_0,NZ_QSHF01000022.1_RGP_0
QSEH01000044.1_RGP_0	0	module_379,module_148,module_414,module_413	QSEH01000044.1_RGP_0
QSEH01000028.1_RGP_0	0	module_312,module_311	QSEH01000028.1_RGP_0
QSEH01000059.1_RGP_0	0	module_418	QSEH01000059.1_RGP_0,NZ_QRKE01000038.1_RGP_0,NZ_QRPY01000060.1_RGP_0
QSEH01000032.1_RGP_0	0	module_379,module_148,module_378	QSEH01000032.1_RGP_0,NAMT01000011.1_RGP_0,NZ_QSHF01000021.1_RGP_0,NZ_QSIV01000036.1_RGP_0,NZ_QSLF01000019.1_RGP_0,NZ_QRKE01000031.1_RGP_0,NZ_QRPY01000029.1_RGP_0
QSEH01000034.1_RGP_0	0	module_402,module_403,module_404	QSEH01000034.1_RGP_0
QSEH01000049.1_RGP_0	0	module_415,module_416	QSEH01000049.1_RGP_0
QSEH01000025.1_RGP_0	0	module_151,module_150	QSEH01000025.1_RGP_0
QSEH01000030.1_RGP_1	0	module_164	QSEH01000030.1_RGP_1,NZ_WQNZ01000170.1_RGP_0
QSEH01000014.1_RGP_0	5	module_31	QSEH01000014.1_RGP_0,NAKS01000002.1_RGP_10,NZ_QSVO01000004.1_RGP_1,NZ_QRXK01000022.1_RGP_1,NZ_QSIP01000010.1_RGP_1,NZ_QSJN01000025.1_RGP_0,NZ_QSLF01000022.1_RGP_1,NZ_QSLL01000080.1_RGP_0,NZ_QRPA01000022.1_RGP_1,NZ_QRPY01000056.1_RGP_0,NZ_WQNY01000028.1_RGP_0,NZ_WQNZ01000018.1_RGP_0,NZ_CP120353.1_RGP_32
QSEH01000029.1_RGP_0	0	module_76,module_170	QSEH01000029.1_RGP_0,CATXLD010000028.1_RGP_0,CAUFNR010000264.1_RGP_0
QSEH01000041.1_RGP_0	0	module_58,module_35	QSEH01000041.1_RGP_0
QSEH01000036.1_RGP_0	0	module_405,module_406,module_407,module_408	QSEH01000036.1_RGP_0
QSEH01000015.1_RGP_0	0	module_147	QSEH01000015.1_RGP_0,JAUULV010000008.1_RGP_0,NZ_QRPY01000069.1_RGP_0,NZ_QRPY01000052.1_RGP_0
QSEH01000003.1_RGP_0	1	module_157,module_397,module_398,module_225,module_224,module_155,module_156	QSEH01000003.1_RGP_0
QSEH01000040.1_RGP_0	0	module_408,module_406,module_412,module_411,module_410,module_409	QSEH01000040.1_RGP_0
QSEH01000018.1_RGP_1	1	module_203,module_396,module_332	QSEH01000018.1_RGP_1,JALFMD010000055.1_RGP_0,NZ_BQOC01000003.1_RGP_0,NZ_BQOD01000003.1_RGP_0
QSEH01000030.1_RGP_0	0	module_27,module_399	QSEH01000030.1_RGP_0
QSEH01000058.1_RGP_0	0	module_417,module_164	QSEH01000058.1_RGP_0
NANL01000019.1_RGP_1	1	module_428	NANL01000019.1_RGP_1,NAMT01000009.1_RGP_5,CATZAC010000332.1_RGP_0,NZ_NJFM02000001.1_RGP_14,NZ_QSJN01000001.1_RGP_3,NZ_QSIV01000010.1_RGP_0,NZ_JAASIM010000007.1_RGP_0
NANL01000015.1_RGP_1	1	module_423,module_424,module_425	NANL01000015.1_RGP_1
NANL01000008.1_RGP_0	0	module_408,module_233,module_434,module_435,module_433,module_395,module_436	NANL01000008.1_RGP_0
NANL01000016.1_RGP_0	0	module_409,module_426,module_18,module_406,module_27,module_164	NANL01000016.1_RGP_0
NANL01000017.1_RGP_0	1	module_427,module_298	NANL01000017.1_RGP_0,NZ_JAASIM010000014.1_RGP_0,NZ_JAJEQK010000001.1_RGP_0
NANL01000007.1_RGP_1	1	module_431,module_181	NANL01000007.1_RGP_1,CATXLD010000008.1_RGP_0
NANL01000010.1_RGP_0	0	module_422	NANL01000010.1_RGP_0,CAUBHL010000039.1_RGP_0
NANL01000007.1_RGP_0	1	module_155,module_163,module_430	NANL01000007.1_RGP_0
NANL01000019.1_RGP_0	1	module_411,module_413,module_312,module_148,module_379	NANL01000019.1_RGP_0
NANL01000005.1_RGP_0	2	module_122,module_142	NANL01000005.1_RGP_0,JAUURM010000003.1_RGP_0,JAUUNC010000001.1_RGP_0,CAUADP010000001.1_RGP_0,CAUCSL010000003.1_RGP_0,NZ_NJFM02000001.1_RGP_10,NZ_QRPY01000017.1_RGP_0,NZ_JABAFE010000004.1_RGP_0,NZ_CP072254.1_RGP_13,NZ_BQOC01000004.1_RGP_0
NANL01000007.1_RGP_2	1	module_93,module_432	NANL01000007.1_RGP_2,NZ_NJFM02000001.1_RGP_22
NANL01000006.1_RGP_0	1	module_429,module_199	NANL01000006.1_RGP_0
NANL01000015.1_RGP_0	1	module_137,module_134,module_133	NANL01000015.1_RGP_0,NZ_QRYZ01000004.1_RGP_0,NZ_JAASIM010000001.1_RGP_2,NZ_JAJEQK010000009.1_RGP_0
NAMT01000006.1_RGP_1	0	module_15,module_343	NAMT01000006.1_RGP_1,NAMT01000001.1_RGP_0
NAMT01000002.1_RGP_0	1	module_52,module_362,module_438,module_361	NAMT01000002.1_RGP_0
NAMT01000001.1_RGP_1	1	module_37,module_38	NAMT01000001.1_RGP_1,NAKS01000003.1_RGP_5,JALFGY010000013.1_RGP_0,JALFYO010000015.1_RGP_0,CATYVK010000010.1_RGP_0,CATZCB010000022.1_RGP_0,CAUFBL010000019.1_RGP_0,NZ_QRXK01000002.1_RGP_1,NZ_QRPA01000008.1_RGP_3,NZ_CP120353.1_RGP_31
NAMT01000002.1_RGP_2	1	module_43,module_92	NAMT01000002.1_RGP_2
NAMT01000009.1_RGP_4	1	module_274	NAMT01000009.1_RGP_4,JAUUMF010000341.1_RGP_0,CAUFNR010000236.1_RGP_0,NZ_JAFBJB010000001.1_RGP_8
NAMT01000006.1_RGP_3	2	module_295	NAMT01000006.1_RGP_3,NAKS01000006.1_RGP_3,CATYVK010000027.1_RGP_0,CAUFLA010000044.1_RGP_0,NZ_CZBM01000019.1_RGP_0,NZ_QRXK01000003.1_RGP_3,NZ_QRPA01000012.1_RGP_1,NZ_JAJEQK010000022.1_RGP_0,NZ_CP120353.1_RGP_25
NAMT01000007.1_RGP_3	1	module_296	NAMT01000007.1_RGP_3
NAMT01000009.1_RGP_17	1	module_449	NAMT01000009.1_RGP_17,CAUCZP010000039.1_RGP_1
NAMT01000011.1_RGP_3	1	module_181,module_437	NAMT01000011.1_RGP_3,JAUURM010000029.1_RGP_0
NAMT01000011.1_RGP_4	1	module_241	NAMT01000011.1_RGP_4
NAMT01000002.1_RGP_1	0	module_161,module_160,module_439,module_440,module_441	NAMT01000002.1_RGP_1
NAMT01000009.1_RGP_0	1	module_446,module_401,module_445,module_400,module_341,module_447,module_448,module_265	NAMT01000009.1_RGP_0
NAMT01000009.1_RGP_1	1	module_74,module_278,module_33	NAMT01000009.1_RGP_1
NAMT01000005.1_RGP_0	1	module_443	NAMT01000005.1_RGP_0,NAKS01000002.1_RGP_13,JALFGY010000003.1_RGP_0,NZ_QRXK01000001.1_RGP_2,NZ_CP120353.1_RGP_47
NAMT01000009.1_RGP_7	1	module_248,module_450	NAMT01000009.1_RGP_7,CATYVK010000015.1_RGP_1,CAUCZP010000010.1_RGP_1,NZ_JAJEQK010000007.1_RGP_1
NAMT01000003.1_RGP_0	1	module_11,module_12,module_442,module_13	NAMT01000003.1_RGP_0,NZ_JAJEQK010000005.1_RGP_1
NAMT01000011.1_RGP_1	1	module_178,module_60	NAMT01000011.1_RGP_1
NAKS01000006.1_RGP_0	1	module_435,module_434,module_18,module_426,module_436,module_164,module_27	NAKS01000006.1_RGP_0
NAKS01000002.1_RGP_5	1	module_76,module_81	NAKS01000002.1_RGP_5,CATYBK010000009.1_RGP_1,CATZCB010000002.1_RGP_0,CAUCZP010000005.1_RGP_0,CAUGMZ010000019.1_RGP_1,NZ_WQNY01000065.1_RGP_1,NZ_CP120353.1_RGP_15
NAKS01000003.1_RGP_1	1	module_80,module_309,module_456	NAKS01000003.1_RGP_1,JALFGY010000027.1_RGP_0
NAKS01000002.1_RGP_14	1	module_451	NAKS01000002.1_RGP_14,JALFGY010000018.1_RGP_0,JAUUOT010000275.1_RGP_0,CATZCB010000001.1_RGP_1,CAUFLA010000010.1_RGP_1,CAUFQX010000014.1_RGP_1,NZ_CYXP01000006.1_RGP_1,NZ_JAFBJB010000003.1_RGP_3
NAKS01000002.1_RGP_1	1	module_224,module_455,module_156,module_454	NAKS01000002.1_RGP_1,NZ_QRPY01000025.1_RGP_0,NZ_CP072231.1_RGP_8
NAKS01000005.1_RGP_1	1	module_458,module_274	NAKS01000005.1_RGP_1,JAUURM010000004.1_RGP_0,CATZCB010000029.1_RGP_0,CAUFLA010000025.1_RGP_0,CAUFQX010000013.1_RGP_0,NZ_JABAFE010000010.1_RGP_1,NZ_JAASIM010000001.1_RGP_3
NAKS01000006.1_RGP_1	1	module_43,module_132,module_158	NAKS01000006.1_RGP_1
NAKS01000002.1_RGP_0	1	module_28,module_453,module_5,module_55,module_212,module_56	NAKS01000002.1_RGP_0,JALFGY010000021.1_RGP_0
NAKS01000005.1_RGP_0	1	module_257,module_271,module_459	NAKS01000005.1_RGP_0,NZ_QRXK01000026.1_RGP_0,NZ_JABAFE010000007.1_RGP_1,NZ_CP120353.1_RGP_8
NAKS01000003.1_RGP_0	0	module_156,module_157,module_312	NAKS01000003.1_RGP_0
NAKS01000002.1_RGP_3	1	module_452,module_159	NAKS01000002.1_RGP_3,JALFGY010000010.1_RGP_0,CATYBK010000007.1_RGP_2
VSOM01000030.1_RGP_0	1	module_27,module_463	VSOM01000030.1_RGP_0,NZ_CZBM01000002.1_RGP_1
VSOM01000033.1_RGP_2	0	module_372,module_371	VSOM01000033.1_RGP_2
VSOM01000036.1_RGP_0	0	module_465	VSOM01000036.1_RGP_0
VSOM01000011.1_RGP_0	0	module_357,module_358,module_0	VSOM01000011.1_RGP_0
VSOM01000006.1_RGP_0	1	module_466	VSOM01000006.1_RGP_0,CAUFBL010000021.1_RGP_1,CAUFLA010000014.1_RGP_3,CAUFQX010000011.1_RGP_2
VSOM01000018.1_RGP_0	0	module_28,module_5,module_54,module_56	VSOM01000018.1_RGP_0,NZ_WQNY01000005.1_RGP_0
VSOM01000031.1_RGP_1	1	module_464	VSOM01000031.1_RGP_1,JALFYO010000031.1_RGP_0,JAUUMF010000188.1_RGP_0,CATXLD010000017.1_RGP_0,NZ_CP120353.1_RGP_20
VSOM01000059.1_RGP_0	0	module_367	VSOM01000059.1_RGP_0,NZ_QSLL01000164.1_RGP_0,NZ_QRPY01000054.1_RGP_0
VSOM01000060.1_RGP_0	0	module_467,module_468,module_469,module_470,module_290	VSOM01000060.1_RGP_0
VSOM01000021.1_RGP_0	1	module_29,module_461,module_200	VSOM01000021.1_RGP_0,NZ_CZBM01000016.1_RGP_0
